profile,profile_label,pareto,complete,site_id,site_label,host_category,latitude,longitude,colocated_domains,domain,role,suitability,assignment_savings_usd,site_reliability,site_equity,review_status,permission_status,access_status,power_status,safety_status,maintenance_status,owner_or_agency,reviewer,verification_date,field_verification_required,total_base_cost_usd,total_savings_usd,total_final_cost_usd,mean_coverage,worst_domain_coverage,correlated_failure_risk,checksum
savings,Shared Infrastructure,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,soil,soil,community-safety,0.92,0,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-18,Industrial-edge property 18,industrial-edge,39.69621621621622,-105.05936936936936,soil,soil,disturbance,0.95,0,0.85,0.53,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-22,School or childcare 22,school,39.730270270270275,-104.9408108108108,soil,soil,community-safety,0.93,0,0.76,0.5880000000000001,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-25,Community facility 25,community,39.664054054054056,-104.91558558558557,soil,soil,community-safety,0.92,0,0.85,0.479,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-28,Industrial-edge property 28,industrial-edge,39.781351351351354,-104.89036036036036,soil,soil,disturbance,0.95,0,0.94,0.3839999999999999,conditional,pending,verified,pending,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-32,School or childcare 32,school,39.81540540540541,-105.02657657657657,soil,soil,community-safety,0.93,0,0.85,0.7320000000000001,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-35,Community facility 35,community,39.749189189189195,-105.00135135135135,soil,soil,community-safety,0.92,0,0.94,0.623,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-38,Industrial-edge property 38,industrial-edge,39.682972972972976,-104.97612612612612,soil,soil,disturbance,0.95,0,0.8200000000000001,0.5279999999999999,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
savings,Shared Infrastructure,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,soil,soil,community-safety,0.92,0,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1127.385,112372.615,0.9260916642125853,0.8859919690137846,0.2365079365079365,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-03,Park or recreation 03,park,39.660270270270274,-104.93072072072071,heat|soil,heat,canopy-gap,0.94,0,0.8200000000000001,0.613,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-03,Park or recreation 03,park,39.660270270270274,-104.93072072072071,heat|soil,soil,ecological,0.96,14.364000000000003,0.8200000000000001,0.613,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-05,Community facility 05,community,39.6772972972973,-104.99882882882882,heat|soil,heat,reference,0.91,0,0.88,0.635,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-05,Community facility 05,community,39.6772972972973,-104.99882882882882,heat|soil,soil,community-safety,0.92,14.364000000000003,0.88,0.635,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-09,Watershed access 09,watershed-access,39.711351351351354,-104.88027027027026,water|soil,water,upstream-source,0.98,0,0.79,0.5489999999999999,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-09,Watershed access 09,watershed-access,39.711351351351354,-104.88027027027026,water|soil,soil,ecological,0.75,11.529000000000002,0.79,0.5489999999999999,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-12,School or childcare 12,school,39.645135135135135,-105.10981981981982,heat|soil,heat,reference,0.96,0,0.88,0.734,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-12,School or childcare 12,school,39.645135135135135,-105.10981981981982,heat|soil,soil,community-safety,0.93,14.364000000000003,0.88,0.734,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,heat|soil,heat,exposure,0.91,0,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,heat|soil,soil,community-safety,0.92,14.364000000000003,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-32,School or childcare 32,school,39.81540540540541,-105.02657657657657,heat|soil,heat,exposure,0.96,0,0.85,0.7320000000000001,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-32,School or childcare 32,school,39.81540540540541,-105.02657657657657,heat|soil,soil,community-safety,0.93,14.364000000000003,0.85,0.7320000000000001,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-33,Park or recreation 33,park,39.73216216216216,-104.93324324324324,heat|soil,heat,canopy-gap,0.94,0,0.88,0.601,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-33,Park or recreation 33,park,39.73216216216216,-104.93324324324324,heat|soil,soil,ecological,0.96,14.364000000000003,0.88,0.601,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-35,Community facility 35,community,39.749189189189195,-105.00135135135135,heat|soil,heat,reference,0.91,0,0.94,0.623,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-35,Community facility 35,community,39.749189189189195,-105.00135135135135,heat|soil,soil,community-safety,0.92,14.364000000000003,0.94,0.623,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-39,Watershed access 39,watershed-access,39.78324324324325,-104.88279279279278,water|soil,water,downstream-receptor,0.98,0,0.85,0.6910000000000001,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-39,Watershed access 39,watershed-access,39.78324324324325,-104.88279279279278,water|soil,soil,ecological,0.75,11.529000000000002,0.85,0.6910000000000001,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-42,School or childcare 42,school,39.71702702702703,-105.11234234234234,heat|soil,heat,reference,0.96,0,0.94,0.722,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-42,School or childcare 42,school,39.71702702702703,-105.11234234234234,heat|soil,soil,community-safety,0.93,14.364000000000003,0.94,0.722,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,heat|soil,heat,reference,0.91,0,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,heat|soil,soil,community-safety,0.92,14.364000000000003,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-02,School or childcare 02,school,39.74351351351352,-105.02405405405405,soil,soil,community-safety,0.93,0,0.79,0.5900000000000001,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-06,Utility infrastructure 06,utility,39.77756756756757,-104.90549549549549,water,water,treatment-system,0.91,0,0.91,0.504,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-07,Treatment facility 07,treatment,39.69432432432433,-105.06693693693693,water,water,treatment-system,0.98,0,0.94,0.377,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-08,Industrial-edge property 08,industrial-edge,39.7945945945946,-104.97360360360359,soil,soil,disturbance,0.95,0,0.76,0.54,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-13,Park or recreation 13,park,39.74540540540541,-105.01648648648649,soil,soil,ecological,0.96,0,0.91,0.31299999999999994,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-14,Transit or mobility 14,transit,39.66216216216216,-104.92315315315315,air,air,source-oriented,0.96,0,0.94,0.476,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-18,Industrial-edge property 18,industrial-edge,39.69621621621622,-105.05936936936936,air,air,source-oriented,0.94,0,0.85,0.53,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-19,Watershed access 19,watershed-access,39.79648648648649,-104.96603603603603,water,water,reference,0.98,0,0.88,0.40299999999999997,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-22,School or childcare 22,school,39.730270270270275,-104.9408108108108,soil,soil,community-safety,0.93,0,0.76,0.5880000000000001,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-23,Park or recreation 23,park,39.64702702702703,-105.10225225225224,soil,soil,ecological,0.96,0,0.79,0.45699999999999996,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-24,Transit or mobility 24,transit,39.7472972972973,-105.00891891891891,air,air,source-oriented,0.96,0,0.8200000000000001,0.62,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-25,Community facility 25,community,39.664054054054056,-104.91558558558557,soil,soil,community-safety,0.92,0,0.85,0.479,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-27,Treatment facility 27,treatment,39.68108108108108,-104.9836936936937,water,water,treatment-system,0.98,0,0.91,0.665,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-28,Industrial-edge property 28,industrial-edge,39.781351351351354,-104.89036036036036,soil,soil,disturbance,0.95,0,0.94,0.3839999999999999,conditional,pending,verified,pending,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-29,Watershed access 29,watershed-access,39.69810810810811,-105.0518018018018,soil,soil,ecological,0.75,0,0.76,0.5469999999999999,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-34,Transit or mobility 34,transit,39.64891891891892,-105.09468468468468,air,air,source-oriented,0.96,0,0.91,0.474,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-38,Industrial-edge property 38,industrial-edge,39.682972972972976,-104.97612612612612,soil,soil,disturbance,0.95,0,0.8200000000000001,0.5279999999999999,conditional,verified,verified,verified,pending,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-41,Municipal facility 41,municipal,39.800270270270275,-104.95090090090089,soil,soil,ecological,0.68,0,0.91,0.573,verified,verified,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-43,Park or recreation 43,park,39.8172972972973,-105.01900900900901,soil,soil,ecological,0.96,0,0.76,0.45499999999999996,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
coverage,Coverage Protection,true,true,reviewed-host-44,Transit or mobility 44,transit,39.734054054054056,-104.92567567567568,air,air,source-oriented,0.96,0,0.79,0.618,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,152.334,113347.666,0.9643194779910678,0.9355612452976044,0.15619047619047616,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,soil|water|heat,soil,community-safety,0.92,0,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,soil|water|heat,water,upstream-source,0.48,120.78,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-15,Community facility 15,community,39.76243243243243,-105.08459459459459,soil|water|heat,heat,exposure,0.91,86.832,0.76,0.779,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-33,Park or recreation 33,park,39.73216216216216,-104.93324324324324,soil|water|heat,soil,ecological,0.96,0,0.88,0.601,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-33,Park or recreation 33,park,39.73216216216216,-104.93324324324324,soil|water|heat,water,reference,0.69,120.78,0.88,0.601,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-33,Park or recreation 33,park,39.73216216216216,-104.93324324324324,soil|water|heat,heat,canopy-gap,0.94,86.832,0.88,0.601,verified,verified,verified,pending,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,false,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,soil|heat|water,soil,community-safety,0.92,0,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,soil|heat|water,heat,reference,0.91,98.496,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-45,Community facility 45,community,39.65081081081081,-105.08711711711712,soil|heat|water,water,upstream-source,0.48,117.80999999999999,0.8200000000000001,0.767,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-03,Park or recreation 03,park,39.660270270270274,-104.93072072072071,soil|heat,soil,ecological,0.96,0,0.8200000000000001,0.613,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-03,Park or recreation 03,park,39.660270270270274,-104.93072072072071,soil|heat,heat,canopy-gap,0.94,98.496,0.8200000000000001,0.613,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-05,Community facility 05,community,39.6772972972973,-104.99882882882882,soil|heat,soil,community-safety,0.92,0,0.88,0.635,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-05,Community facility 05,community,39.6772972972973,-104.99882882882882,soil|heat,heat,reference,0.91,98.496,0.88,0.635,conditional,verified,pending,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-12,School or childcare 12,school,39.645135135135135,-105.10981981981982,air|heat,air,community,0.72,0,0.88,0.734,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-12,School or childcare 12,school,39.645135135135135,-105.10981981981982,air|heat,heat,reference,0.96,114.048,0.88,0.734,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-27,Treatment facility 27,treatment,39.68108108108108,-104.9836936936937,water|air,water,treatment-system,0.98,0,0.91,0.665,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-27,Treatment facility 27,treatment,39.68108108108108,-104.9836936936937,water|air,air,community,0.72,198.71999999999997,0.91,0.665,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-32,School or childcare 32,school,39.81540540540541,-105.02657657657657,soil|heat,soil,community-safety,0.93,0,0.85,0.7320000000000001,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-32,School or childcare 32,school,39.81540540540541,-105.02657657657657,soil|heat,heat,exposure,0.96,98.496,0.85,0.7320000000000001,conditional,verified,verified,verified,verified,pending,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-35,Community facility 35,community,39.749189189189195,-105.00135135135135,soil|heat,soil,community-safety,0.92,0,0.94,0.623,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-35,Community facility 35,community,39.749189189189195,-105.00135135135135,soil|heat,heat,reference,0.91,98.496,0.94,0.623,conditional,verified,verified,verified,pending,pending,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-36,Utility infrastructure 36,utility,39.66594594594595,-104.90801801801801,water|soil,water,treatment-system,0.91,0,0.76,0.6459999999999999,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-36,Utility infrastructure 36,utility,39.66594594594595,-104.90801801801801,water|soil,soil,ecological,0.58,11.529000000000002,0.76,0.6459999999999999,conditional,pending,verified,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-39,Watershed access 39,watershed-access,39.78324324324325,-104.88279279279278,water|soil,water,downstream-receptor,0.98,0,0.85,0.6910000000000001,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-39,Watershed access 39,watershed-access,39.78324324324325,-104.88279279279278,water|soil,soil,ecological,0.75,11.529000000000002,0.85,0.6910000000000001,conditional,pending,verified,verified,verified,verified,Illustrative public agency,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
equity,Equity Shared Access,true,true,reviewed-host-42,School or childcare 42,school,39.71702702702703,-105.11234234234234,heat|air,heat,reference,0.96,0,0.94,0.722,conditional,verified,pending,verified,verified,verified,Illustrative local partner,Controlled v2.6 example,2026-07-25,true,113500,1614.7800000000002,111885.22,0.9105565834900828,0.8643333333333334,0.2288095238095238,6feaa996
