checksum,trajectory,trajectory_label,pareto_optimal,trajectory_score,round,ready,selected_profile,selected_profile_label,constraint_status,budget_usd,added_cost_usd,uncommitted_usd,domain,existing_units,additional_units,total_units,incremental_composite,normalized_information,normalized_equity,normalized_reliability,normalized_intervention,evidence_strength_after,residual_need_after,terminal_residual_need,discounted_incremental_benefit,cumulative_cost_usd
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,4,true,resilience,Reliability and Intervention,feasible,60000,47000,10000,heat,24,0,24,0,0.804226001708948,0.8759842841401484,0.9715869903716681,0.7650288233896942,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,4,true,resilience,Reliability and Intervention,feasible,60000,47000,10000,air,12,4,16,0.05504077280423075,0.9527013583674467,0.8649389603523248,0.963332880373383,0.8103362735156668,0.5482097699058871,0.4840853195042548,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,4,true,resilience,Reliability and Intervention,feasible,60000,47000,10000,soil,40,0,40,0,0.7127934015215339,0.7037628037118541,0.9646505970043417,0.8270261964891935,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,4,true,resilience,Reliability and Intervention,feasible,60000,47000,10000,water,17,3,20,0.033086205033157644,0.8696348516570191,0.7869607524675338,0.9607653194669072,0.9523550274226485,0.5390686753527142,0.44065611564585155,0.4197659526883972,0.264439743817936,216500
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,1,true,cost,Cost Efficient,feasible,60000,33750,23250,heat,9,3,12,0.0945626050384804,0.6839440625172722,0.6926867672279511,0.8267114559261685,0.6237875733618087,0.4914851693955026,0.5192120819228092,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,1,true,cost,Cost Efficient,feasible,60000,33750,23250,air,5,1,6,0.06151896040625295,0.7413023224645349,0.5831156385933519,0.6939218355791235,0.5768454217929415,0.40405439887919714,0.6984329315975559,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,1,true,cost,Cost Efficient,feasible,60000,33750,23250,soil,22,9,31,0.09358630655147328,0.6760460290491994,0.6523195499930061,0.9242733035420303,0.7586415739362711,0.45766703105570355,0.41044750481130277,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,1,true,cost,Cost Efficient,feasible,60000,33750,23250,water,6,2,8,0.10296083551331393,0.6599279054929014,0.5359282197039987,0.7133923076222776,0.6616127613912509,0.3939098560124845,0.6316813986385651,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,2,true,cost,Cost Efficient,feasible,60000,5250,51750,heat,12,1,13,0.024623931502116354,0.6939832424596186,0.7113774461684266,0.8495311651947652,0.6321968682926198,0.5072151568137653,0.4991056161131871,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,2,true,cost,Cost Efficient,feasible,60000,5250,51750,air,6,0,6,0,0.7313063366082628,0.5779649338221168,0.6902725264170357,0.5639223573888162,0.40405439887919714,0.6984329315975559,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,2,true,cost,Cost Efficient,feasible,60000,5250,51750,soil,31,3,34,0.021339244491514614,0.6875311686882974,0.67007049853465,0.9409926234781474,0.7820244385665868,0.4761642956029493,0.39265516652515975,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,2,true,cost,Cost Efficient,feasible,60000,5250,51750,water,8,0,8,0,0.6478984060191673,0.530354391094939,0.7095402707075309,0.6509613501262663,0.3939098560124845,0.6316813986385651,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,3,true,cost,Cost Efficient,feasible,60000,6500,50500,heat,13,0,13,0,0.6883956898174756,0.7078910033649495,0.8488880021769837,0.6230575005393929,0.5072151568137653,0.4991056161131871,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,3,true,cost,Cost Efficient,feasible,60000,6500,50500,air,6,0,6,0,0.7313063366082628,0.5779649338221168,0.6877803203070721,0.555030559377006,0.40405439887919714,0.6984329315975559,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,3,true,cost,Cost Efficient,feasible,60000,6500,50500,soil,34,2,36,0.012241362220873206,0.6962201472822839,0.6822758205919998,0.9501493513697203,0.7971031811274852,0.48853571945591645,0.3809515371797381,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,3,true,cost,Cost Efficient,feasible,60000,6500,50500,water,8,1,9,0.04152565872711753,0.6899820557605624,0.5697271043736882,0.7515972097175625,0.6864007597720179,0.4133312641728327,0.605001430984475,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,4,true,cost,Cost Efficient,feasible,60000,4500,52500,heat,13,1,14,0.021859945869559232,0.7107655404058794,0.7344072358912788,0.8695553470206402,0.6371421701706821,0.5221710314589271,0.4802508962917924,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,4,true,cost,Cost Efficient,feasible,60000,4500,52500,air,6,0,6,0,0.7313063366082628,0.5779649338221168,0.6859831553020673,0.5486554262165181,0.40405439887919714,0.6984329315975559,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,4,true,cost,Cost Efficient,feasible,60000,4500,52500,soil,36,2,38,0.010879270493569904,0.7049887854468779,0.6938247329799847,0.9579422603378637,0.8114679213128007,0.500492211138511,0.3697506940764394,0.5383589882375657,0.11822206168459236,50000
d6981355,cost,Cost Efficient trajectory,true,1.1454226989339074,4,true,cost,Cost Efficient,feasible,60000,4500,52500,water,9,0,9,0,0.6836826841927052,0.5668993271761849,0.7504439163588851,0.683008758360966,0.4133312641728327,0.605001430984475,0.5383589882375657,0.11822206168459236,50000
